creatorAddress,dappName
0xd1f1d68bd8457d2aed65fde8ee54e923b39ad918,address.dapp.everrise
0xc2b342123904a9cba7ed5478ce81afd277962326,address.dapp.everrise
0x8c075026263da9d2b10d960192f80d174432e6fd,address.dapp.everrise
0x0dd4a86077dc53d5e4eae6332cb3c5576da51281,address.dapp.everrise
0x1073945ca9662747977c8bc9fb0c332d0b5d237c,address.dapp.everrise
0xa366820f4781049e0f183697252bc6cbc4fcd9e1,address.dapp.everrise
0xe2388f22cf5e328c197d6530663809cc0408a510,address.dapp.feiprotocol
0x6ef71ca9cd708883e129559f5edbfb9d9d5c6148,address.dapp.feiprotocol
0x4cadde3de133ccb22718ff3ac3b54b86760895dd,address.dapp.feiprotocol
0x4702d39c499236a43654c54783c3f24830e247dc,address.dapp.feiprotocol
0x027e652f28d71de7ee7fdf90cc95a160164e9fd7,address.dapp.feiprotocol
0x840ebc76acfe29618754e3c2a9c0eacec40b5ebb,address.dapp.feiprotocol
0x95271d54d6e0d88b3825f89a766f97b8b7e8af82,address.dapp.foundation
0xbcb909975715dc8fde643ee44b89e3fd6a35a259,address.dapp.furucombo
0xd418c5d0c4a3d87a6c555b7aa41f13ef87485ec6,address.dapp.fuse
0x2df537bab848f26047461716768791e68bba27d7,address.dapp.futureswap
0xf653580a71a96f0f8896f73c7008b47603f568c9,address.dapp.gem&address.dapp.genie
0x073ab1c0cad3677cde9bdb0cdeedc2085c029579,address.dapp.gem&address.dapp.genie
0xcd6dd8d6a5afb4aed5eead9db3551cba70fa7727,address.dapp.gem&address.dapp.genie
0x866d7aa0736ddf780cbaae314832c3f77f67a773,address.dapp.gem&address.dapp.genie
0xba5edf9dad66d9d81341eef8131160c439dba91b,address.dapp.groprotocol
0xf00dd244228f51547f0563e60bca65a30fbf5f7f,address.dapp.harvest
0x8ac7de95ff8d0ee72e0b54f781ab2e18f27108fb,address.dapp.hegic
0x924ac9910c09a0215b06458653b30471a152022f,address.dapp.hopProtocol
0xe5dab8208c1f4cce15883348b72086dbace3e64b,address.dapp.idle
0x70dc4c04f48a794964e97de7250e16f8d38b9a03,address.dapp.idlefinance
0x6388b1d7e235f68c7ec326e4eb22c1da14497652,address.dapp.idlefinance
0x05f83bc88a9dbb7b256fb129b4174ae46daf6464,address.dapp.immortal
0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,address.dapp.indexCoop
0x343ed72e52ac9ae4eb3aa73f6bf982d3de22fc36,address.dapp.instadapp-lite
0x85b40eb65e49eb61de78a3a989752249f8837fc5,address.dapp.instadapp-lite
0xb46693c062b49689cc4f624aab24a7ea90275890,address.dapp.instadapp-lite
0xdb18a8cae4d161327339c898a77d2eca55278a57,address.dapp.instadapp-lite
0xf6839085f692bde6a8062573e3da35e7e947c21e,address.dapp.instadapp-lite
0x8aab375c1a880c9400371dabf5616d568eba2b47,address.dapp.instadapp-lite
0x20bd7523c3335cce25923ecaf64e9e0616be1a0e,address.dapp.kyberswap
0x29483d288845aa883693cff207cd02b828b6177c,address.dapp.kyberswap
0x1874028262f1f4b2dd1f2700a72ee8b9b7c69090,address.dapp.kyberswap
0xd30076b706fa0425bc52d0739224fe8ef1ae7c81,address.dapp.lendfme
0xe59e1a683bae2ff9d69cdda2403f254f35fbaf02,address.dapp.lido
0xe04cabcb24e11620dd62bb99c396e76ceb578914,address.dapp.lido
0xe19fc582dd93fa876cf4061eb5456f310144f57b,address.dapp.lido
0x537dfb5f599a3d15c50e2d9270e46b808a52559d,address.dapp.lido
0xe4fbf25aa95363eff2ff6459476763b34f7c190b,address.dapp.lido
0x8ea83ad72396f1e0cd2f8e72b1461db8eb6af7b5,address.dapp.lido
0xa850535d3628cd4dfeb528dc85cfa93051ff2984,address.dapp.liquity
0xff6c307226343fcf96af2f6b5b05f63f717e68cb,address.dapp.looksrare
0xda0fab05039809e63c5d068c897c3e602fa97457,address.dapp.maker
0x51e15804cf7ff061410193512b499f071ecf9c4b,address.dapp.maker
0xdb33dfd3d61308c33c63209845dad3e6bfb2c674,address.dapp.maker
0xddb108893104de4e1c6d0e47c42237db4e617acc,address.dapp.maker
0x00daa9a2d88bed5a29a6ca93e0b7d860cd1d403f,address.dapp.maker
0x6bf917b4725ad736b33dbd493ad7a4b992150dab,address.dapp.maker
0xda0fab060e6cc7b1c0aa105d29bd50d71f036711,address.dapp.maker
0x92723e0bf280942b98bf2d1e832bde9a3bd2f2c2,address.dapp.maker
0x0048d6225d1f3ea4385627efdc5b4709cab4a21c,address.dapp.maker
0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,address.dapp.maker
0xda0c0de01d90a5933692edf03c7ce946c7c50445,address.dapp.maker
0x790c2c860ddc993f3da92b19cb440cf8338c59a6,address.dapp.maker
0x4c2f150fc90fed3d8281114c2349f1906cde5346,address.dapp.maker
0xda0fab0700a4389f6e6679abab1692b4601ce9bf,address.dapp.maker
0x5593b2b8dc63d0ed68aa8f885707b2dc5787e391,address.dapp.maker
0x7f18bb4dd92cf2404c54cba1a9be4a1153bdb078,address.dapp.metamaskSwap
0x68a17b587caf4f9329f0e372e3a78d23a46de6b5,address.dapp.mooniswap
0x46842a7d9372bb7dba08f0729393deda230a03b5,address.dapp.nexus
0x1b541c2dc0653fd060e8320d2f763733ba8cffe3,address.dapp.nexus
0xa1b2259f55f5dbdea166d3a5b0267444517f764b,address.dapp.nexus
0x7d7c3f3e4a909683a49fb2ac7e7f1ece7c5562b3,address.dapp.nexus
0x3095a47305efd248f6ce272c2db01297a91e8c41,address.dapp.oasisApp
0x3f3f2b555f516ba67f1135269cca62bc6f9d07a5,address.dapp.octus-bridge
0x1e4fca2c936fea9f400a7e7b405a50737b6b57e7,address.dapp.octus-bridge
0x5bdce812ce8409442ac3fbbd10565f9b17a6c49d,address.dapp.openocean
0x7eb534edd88edb01ec2e16413bd295cf0d0e8af3,address.dapp.openocean
0xee645cad9cc811ba25d21a53d201831321764233,address.dapp.openocean
0x9986ee0c3eea15dcf8642b56179652f9589b95db,address.dapp.openocean
0x2616b9bd65d68e5a9c10902499790a5a7f1f1485,address.dapp.orbitBridge
0xf01121e808f782d7f34e857c27da31ad1f151b39,address.dapp.paraswap
0x1fccc097db89a86bfc474a1028f93958295b1fb7,address.dapp.pendle
0x4d40eb12430a57965cee3015348d490c6156df20,address.dapp.pooltogether
0x21e8ffc0108b0cba465e26ca0a0ea3955475e9b2,address.dapp.pooltogether
0xe0f4217390221af47855e094f6e112d43c8698fe,address.dapp.pooltogether
0x88215a2794ddc031439c72922ec8983bde831c78,address.dapp.popcorn
0x92a1cb552d0e177f3a135b4c87a4160c8f2a485f,address.dapp.popcorn
0xe2e1f875c8db3a663576d4093564ce89c800f378,address.dapp.radar-staking
0x392c92cd7760ffe97ccd918f192294641d74687f,address.dapp.radioshack
0x28e7798848ec2f8e6462c80a151f533155872e0a,address.dapp.radioshack
0x80d225fe717faefd206ac824eb93d68fc326604c,address.dapp.rally
0x10db6bce3f2ae1589ec91a872213dae59697967a,address.dapp.rariCapital
0xdbda819b4166eddd54e4f98b48550bc43a3de2ad,address.dapp.rariCapital
0xb8f02248d53f7edfa38e79263e743e9390f81942,address.dapp.rariCapital
0xfa5e4955a11902f849ecaddef355db69c2036de6,address.dapp.reflwxer-labs
0x7fafc11677649db6abfec127b4b776d585520ae1,address.dapp.reflwxer-labs
0xfe45ab17919759cfa2ce35215ead5ca4d1fc73c7,address.dapp.renvm
0x9b1b265e548283430e6ae4721842c448f4bed559,address.dapp.renvm
0xc3c51e27c228debc182e8c802dcb4ca919acbc77,address.dapp.sablier
0x5bdb37d0ddea3a90f233c7b7f6b9394b6b2eef34,address.dapp.saddle
0x59a181710f926eae6fddfbf27a14259e8dd00ca2,address.dapp.sense
0xb8f226ddb7bc672e27dffb67e4adabfa8c0dfa08,address.dapp.shibaSwap
0xc7d0445ac2947760b3dd388b8586adf079972bf3,address.dapp.shibaSwap
0xa221af4a429b734abb1cc53fbd0c1d0fa47e1494,address.dapp.shibaSwap
0x3740a9cdbff84bb20fcabe347e5c7a18d99eb65a,address.dapp.smoothy-finance
0x21bc9179d5c529b52e3ee8f6ecf0e63fa231d16c,address.dapp.solvProtocol
0xb36a0671b3d49587236d7833b01e79798175875f,address.dapp.stakeDao
0x752dfb1c709eea4621c8e95f48f3d0b6dde5d126,address.dapp.strikeFinance
0x135f03f89c6b2d8d1bd0181526ef18258b5e5516,address.dapp.strikeFinance
0x48cc0719e3bf9561d861cb98e863fda0ceb07dbc,address.dapp.sturdyFinance
0xf942dba4159cb61f8ad88ca4a83f5204e8f4a6bd,address.dapp.sushi
0x5b8c253517b6bd003369173109693b01cb6841b5,address.dapp.sushi
0x426b3affbbe924e01575d5b3cb9dc640625bbb49,address.dapp.sushi
0x9e6e344f94305d36ea59912b0911fe2c9149ed3e,address.dapp.sushi
0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20,address.dapp.sushi
0x08eec580ad41e9994599bad7d2a74a9874a2852c,address.dapp.swapr
0x35e2acd3f46b13151bc941daa44785a38f3bd97a,address.dapp.swapr
0x235af07e770f474d24f5bf73074735892371b40d,address.dapp.synapse
0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,address.dapp.synapse
0xccf1242cb1d7d56b428dac2bd68a5cace1b067e7,address.dapp.synthetix
0xb64ff7a4a33acdf48d97dab0d764afd0f6176882,address.dapp.synthetix
0xea5e288b4f9d7e66da162e2af0db371783f62454,address.dapp.synthetix
0xaf04542302ca11896ae9dd5ad2cf66e7af8fb1b8,address.dapp.synthetix
0xb2fea5f4ce0c3428a7c844524ff77af948789559,address.dapp.synthetix
0xd1dd1e2492de07c80713695e2a630fbdfe9e26f5,address.dapp.synthetix
0xb12a54406840a7ddfa9246efb3bf4724bf55f5f8,address.dapp.synthetix
0x9bb80f0449d5a793633b7484e13283ae49b9b0b9,address.dapp.synthetix
0xf2827848dbee5d46e9c7c4c3f5e197e3af811105,address.dapp.synthetix
0xb10c85274d2a58ddec72c1d826e75256ff93dead,address.dapp.synthetix
0xaf28cec7854e9a070f4cd31f18ba005f874d9f50,address.dapp.synthetix
0x819addc3dd780704ae85ea12c18252f7020c24d0,address.dapp.synthetix
0xe88ada0408f187c17eedd256a0495d8e3766aac4,address.dapp.synthetix
0x6b6524640fd44b66f7e5c7bc3097407add802206,address.dapp.synthetix
0xea996b55621038177f0d520a57193c64113ea409,address.dapp.synthetix
0xde91067660f6e19ae03fba96d6926a0897b5f5be,address.dapp.synthetix
0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,address.dapp.synthetix
0xb75503907b1a1432c59f397cab0c9b4410bb98f5,address.dapp.synthetix
0xaa96e8550cdcc769b98b09b04f9af7e4e2ab8e69,address.dapp.tetra
0x86d9344094297cf5a6c77c07476f40c2f9903cd8,address.dapp.tewkenaire-eth
0xe21ac1cae34c532a38b604669e18557b2d8840fc,address.dapp.tewkenaire-eth
0xb4000edb1e88a74ce4baf81eef8c0807bffc0355,address.dapp.timewarp
0x9e0bce7ec474b481492610eb9dd5d69eb03718d5,address.dapp.tokemak
0x0cf83143f0ab9d6e178fc7f141205ec2992266c8,address.dapp.token-batchsender
0x3de332e44a0bbff025838c187873d77f92caf5e9,address.dapp.tokenBulksender
0x437fd519356a0463cdfbd73e6cdd6fea23037c60,address.dapp.tokenMultisender
0xe1846df99fdd930fe5585364b1e2eaa954b7d653,address.dapp.tokenMultisender
0x2870719cef30785261ede70d7bdaaba0a772cf6f,address.dapp.tokenlon
0xdef3a34689fb7506e75b581c6cde664c9560ca11,address.dapp.tokenlon
0x447e2eeb49faf1f18abf1be5ae8bca3ad35e88e6,address.dapp.tokenlon
0xfb41073bb86fe89c00b7470bd6b920cd342d877f,address.dapp.trueusd
0xf6e2da7d82ee49f76ce652bc0beb546cbe0ea521,address.dapp.trueusd
0x7ba7ef06a2621267f063ef2db2d482d5b507d8b3,address.dapp.trueusd
0x7dee3c1fe15b6c16622ba2d7f939a2242155654d,address.dapp.trueusd
0xd1c24f50d05946b3fabefbae3cd0a7e9938c63f2,address.dapp.uniswap-v1
0x41653c7d61609d856f29355e404f310ec4142cfb,address.dapp.uniswap-v2
0x9c33eacc2f50e39940d3afaf2c7b8246b681a374,address.dapp.uniswap-v2
0x6c9fc64a53c1b71fb3f9af64d1ae3a4931a5f4e9,address.dapp.uniswapV3
0xe60ae42e7497f488ea682270e0918d3677bb637d,address.dapp.uniswapV3
0x946e9c780f3c79d80e51e68d259d0d7e794f2124,address.dapp.uniswapV3
0xdf826ff6518e609e4cee86299d40611c148099d5,address.dapp.vesper
0xb5abdabe50b5193d4db92a16011792b22ba3ef51,address.dapp.vesper
0x7a9cb537041b3f856028994e7b83d0580c21429d,address.dapp.vulcandex
0x4baaf565b911b9f1b7f25aec6c6ee5b3f15f98d1,address.dapp.wax-ethereum-bridge
0xbd5d6b9029c5bbee703c9277c6c6ea4db9bd2eb4,address.dapp.wax-ethereum-bridge
0xf2cafb99992ce6a49f948b452c783614808612d1,address.dapp.wepiggy
0x763b9dba40c3d03507df454823fe03517f84a5ab,address.dapp.wepiggy
0x96d13cbeffe7bae169b9032fe69ed56eb07b300f,address.dapp.wormhole
0xdc43b25f3abf65825e52b73441e47f2ce0f9c47d,address.dapp.x2y2
0x919101e5bda17637d0c0dbee91e824d9accfa2c8,address.dapp.xy-finance
0x0132613b3a1061816f4661ad301612910e3cce0b,address.dapp.xy-finance
0x284b672380a4b5e4d7ccfcc0541a1d0a78c37f8c,address.dapp.yearn
0x7d96ab1f847c3564b8f9a93f35e1027ada74aec2,address.dapp.yearn
0xb865aaf1f9f60630934739595f183c4900f65ed9,address.dapp.yearn
0xc6387e937bcef8de3334f80edc623275d42457ff,address.dapp.yearn
0x2d407ddb06311396fe14d4b49da5f0471447d45c,address.dapp.yearn
0x7a1057e6e9093da9c1d4c1d049609b6889fc4c67,address.dapp.yearn
0x710295b5f326c2e47e6dd2e7f6b5b0f7c5ac2f24,address.dapp.yearn
0xe9b2b067ee106a6e518fb0552f3296d22b82b32b,address.dapp.zunami
0x5b34380c518da5a8851f762d4fa29605acc3c0e2,arbitrum
0x1fccbe3369eada96887a3b2857b57bba65e83dc1,arbitrum
0x5defa9c83085c7f606ceb3b5f75fc107945ed7de,bitkeep-swap
0xb20a608c624ca5003905aa834de7156c68b2e1d0,opensea
0xa2d9846c352ca61dcb20d6aad40cec1d1b228a78,polygon-pos-bridge
0xb6d3f1056c015962fa66a4020e50522b58292d1e,polygon-pos-bridge
0xdcfae11c70f1575fab9d6bd389a6188ae5524a56,polygon-pos-bridge
0x8589427373d6d84e98730d7795d8f6f8731fda16,tornado-cash
0xfab745c5ee6c59c09605a40464232930892ba48c,transit-swap
